Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-03-21,2023-03-25,Standard,NC,South,Secret Factory,4,Secret Factory → NC,178.12,75,103.12
2023-03-08,2023-03-14,Standard,TX,South,Wicked Choccy's,6,Wicked Choccy's → TX,645.05,241,355.84999999999997
2023-02-22,2023-02-25,Standard,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,1028.68,432,510.2800000000001
2023-09-22,2023-09-28,Standard,OR,West,Wicked Choccy's,6,Wicked Choccy's → OR,522.5,230,246.5
2023-10-05,2023-10-11,Standard,OH,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → OH,845.93,279,427.42999999999995
2023-05-22,2023-05-26,Standard,AZ,West,Secret Factory,4,Secret Factory → AZ,510.99,223,287.99
2023-03-13,2023-03-18,Standard,CT,Northeast,Secret Factory,5,Secret Factory → CT,396.24,165,231.24
2023-01-08,2023-01-12,Standard,MI,Midwest,Wicked Choccy's,4,Wicked Choccy's → MI,347.53,138,181.92999999999998
2023-07-21,2023-07-23,Expedited,WA,West,Wicked Choccy's,2,Wicked Choccy's → WA,562.95,246,267.75000000000006
2023-07-07,2023-07-08,Expedited,IL,Midwest,Lot's O' Nuts,1,Lot's O' Nuts → IL,1440.45,477,724.95
2023-12-23,2023-12-26,Standard,NJ,Northeast,Wicked Choccy's,3,Wicked Choccy's → NJ,1145.64,481,568.44
2023-03-04,2023-03-10,Standard,WI,Midwest,The Other Factory,6,The Other Factory → WI,105.51,53,57.81
2023-08-21,2023-08-26,Expedited,CA,West,Lot's O' Nuts,5,Lot's O' Nuts → CA,1448.08,443,783.5799999999999
2023-12-03,2023-12-07,Expedited,MI,Midwest,The Other Factory,4,The Other Factory → MI,658.0,296,391.6
2023-04-19,2023-04-25,Standard,CA,West,Sugar Shack,6,Sugar Shack → CA,80.34,57,51.84
2023-02-05,2023-02-09,Expedited,CA,West,The Other Factory,4,The Other Factory → CA,33.56,14,20.96
2023-06-25,2023-06-28,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,764.16,237,408.65999999999997
2023-12-09,2023-12-14,Standard,GA,South,Lot's O' Nuts,5,Lot's O' Nuts → GA,599.58,222,266.58000000000004
2023-05-21,2023-05-27,Standard,NJ,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NJ,788.9,279,370.4
2023-01-12,2023-01-15,Expedited,OR,West,Wicked Choccy's,3,Wicked Choccy's → OR,1082.08,400,602.0799999999999
2023-05-20,2023-05-22,Expedited,PA,Northeast,Sugar Shack,2,Sugar Shack → PA,353.42,244,231.42000000000002
2023-08-30,2023-09-04,Standard,TX,South,The Other Factory,5,The Other Factory → TX,47.79,23,27.09
2023-08-19,2023-08-27,Standard,VA,South,Sugar Shack,8,Sugar Shack → VA,520.85,319,361.35
2023-05-07,2023-05-12,Standard,WA,West,The Other Factory,5,The Other Factory → WA,113.4,55,63.900000000000006
2023-11-19,2023-11-25,Standard,TX,South,Secret Factory,6,Secret Factory → TX,42.52,18,24.520000000000003
2023-08-07,2023-08-08,Expedited,FL,South,Secret Factory,1,Secret Factory → FL,468.96,188,280.96
2023-07-23,2023-08-01,Standard,CA,West,Wicked Choccy's,9,Wicked Choccy's → CA,395.01,161,201.81
2023-02-18,2023-02-24,Standard,FL,South,Wicked Choccy's,6,Wicked Choccy's → FL,1163.63,486,580.4300000000001
2023-02-01,2023-02-05,Expedited,MA,Northeast,Sugar Shack,4,Sugar Shack → MA,377.87,247,254.37
2023-10-15,2023-10-18,Standard,VA,South,Secret Factory,3,Secret Factory → VA,561.76,249,312.76
2023-11-29,2023-12-06,Standard,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,1038.42,418,536.82
2023-02-06,2023-02-11,Standard,PA,Northeast,Secret Factory,5,Secret Factory → PA,819.23,303,516.23
2023-11-01,2023-11-04,Standard,IL,Midwest,Wicked Choccy's,3,Wicked Choccy's → IL,179.24,66,100.04
2023-02-07,2023-02-11,Expedited,AZ,West,Secret Factory,4,Secret Factory → AZ,992.35,436,556.35
2023-01-19,2023-01-22,Expedited,WA,West,Sugar Shack,3,Sugar Shack → WA,224.35,156,146.35
2023-07-02,2023-07-06,Standard,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,199.91,129,135.41
2023-09-23,2023-09-27,Standard,MA,Northeast,Sugar Shack,4,Sugar Shack → MA,193.07,127,129.57
2023-02-25,2023-02-28,Expedited,WA,West,Secret Factory,3,Secret Factory → WA,362.26,134,228.26
2023-01-29,2023-02-03,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,186.33,119,126.83000000000001
2023-02-27,2023-03-05,Standard,NJ,Northeast,The Other Factory,6,The Other Factory → NJ,288.37,120,180.37
2023-06-05,2023-06-09,Standard,MI,Midwest,Secret Factory,4,Secret Factory → MI,1313.93,485,828.9300000000001
2023-10-14,2023-10-16,Expedited,MA,Northeast,Sugar Shack,2,Sugar Shack → MA,671.46,437,452.96000000000004
2023-09-03,2023-09-08,Standard,NY,Northeast,Secret Factory,5,Secret Factory → NY,380.74,150,230.74
2023-03-05,2023-03-09,Expedited,NJ,Northeast,Secret Factory,4,Secret Factory → NJ,31.62,13,18.62
2023-10-14,2023-10-18,Expedited,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,890.83,321,409.33000000000004
2023-03-04,2023-03-08,Standard,MI,Midwest,Secret Factory,4,Secret Factory → MI,1311.97,488,823.97
2023-05-15,2023-05-21,Standard,NC,South,Secret Factory,6,Secret Factory → NC,39.11,17,22.11
2023-06-01,2023-06-08,Standard,NC,South,Sugar Shack,7,Sugar Shack → NC,213.68,138,144.68
2023-09-01,2023-09-03,Expedited,NJ,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → NJ,564.19,195,271.69000000000005
2023-11-06,2023-11-10,Standard,TX,South,Lot's O' Nuts,4,Lot's O' Nuts → TX,687.81,209,374.30999999999995
2023-01-04,2023-01-08,Standard,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,1239.5,428,597.5
2023-02-07,2023-02-12,Standard,AZ,West,Secret Factory,5,Secret Factory → AZ,981.37,413,568.37
2023-11-16,2023-11-18,Expedited,WA,West,The Other Factory,2,The Other Factory → WA,20.01,10,11.010000000000002
2023-10-12,2023-10-17,Standard,OH,Midwest,The Other Factory,5,The Other Factory → OH,842.61,350,527.61
2023-10-21,2023-10-25,Expedited,AZ,West,The Other Factory,4,The Other Factory → AZ,154.99,75,87.49000000000001
2023-04-22,2023-04-25,Standard,OR,West,Lot's O' Nuts,3,Lot's O' Nuts → OR,813.71,262,420.71000000000004
2023-08-27,2023-08-31,Expedited,MA,Northeast,Wicked Choccy's,4,Wicked Choccy's → MA,114.88,45,60.879999999999995
2023-03-06,2023-03-10,Standard,OH,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → OH,1083.09,394,492.0899999999999
2023-07-23,2023-07-27,Standard,NV,West,Sugar Shack,4,Sugar Shack → NV,589.68,434,372.67999999999995
2023-04-08,2023-04-14,Standard,TX,South,Secret Factory,6,Secret Factory → TX,760.57,321,439.57000000000005
2023-09-17,2023-09-23,Standard,VA,South,Wicked Choccy's,6,Wicked Choccy's → VA,1099.18,443,567.58
2023-05-21,2023-05-24,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,1141.1,375,578.5999999999999
2023-04-27,2023-04-29,Expedited,FL,South,Wicked Choccy's,2,Wicked Choccy's → FL,1247.06,463,691.4599999999999
2023-07-25,2023-07-29,Standard,WA,West,Secret Factory,4,Secret Factory → WA,625.23,246,379.23
2023-11-06,2023-11-09,Expedited,FL,South,The Other Factory,3,The Other Factory → FL,247.42,104,153.82
2023-08-01,2023-08-09,Standard,GA,South,Sugar Shack,8,Sugar Shack → GA,683.15,420,473.15
2023-11-19,2023-11-22,Standard,CT,Northeast,Secret Factory,3,Secret Factory → CT,115.42,48,67.42
2023-04-24,2023-04-27,Standard,NV,West,Wicked Choccy's,3,Wicked Choccy's → NV,440.39,174,231.58999999999997
2023-09-03,2023-09-04,Expedited,GA,South,Lot's O' Nuts,1,Lot's O' Nuts → GA,1246.01,404,640.01
2023-07-18,2023-07-21,Standard,CT,Northeast,Wicked Choccy's,3,Wicked Choccy's → CT,262.98,97,146.58
2023-10-23,2023-10-26,Expedited,IL,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → IL,1461.18,498,714.1800000000001
2023-05-01,2023-05-07,Standard,IL,Midwest,Secret Factory,6,Secret Factory → IL,553.83,212,341.83000000000004
2023-04-21,2023-04-24,Standard,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,752.08,284,411.28000000000003
2023-03-31,2023-04-06,Standard,GA,South,The Other Factory,6,The Other Factory → GA,577.33,249,353.23
2023-08-22,2023-08-26,Expedited,WI,Midwest,The Other Factory,4,The Other Factory → WI,996.68,446,595.28
2023-06-27,2023-06-30,Expedited,MI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → MI,987.68,359,449.17999999999995
2023-02-02,2023-02-06,Expedited,IN,Midwest,Secret Factory,4,Secret Factory → IN,37.75,16,21.75
2023-09-28,2023-10-04,Standard,MI,Midwest,Secret Factory,6,Secret Factory → MI,1111.96,451,660.96
2023-02-22,2023-02-26,Standard,VA,South,Wicked Choccy's,4,Wicked Choccy's → VA,270.71,115,132.70999999999998
2023-01-08,2023-01-12,Standard,OR,West,The Other Factory,4,The Other Factory → OR,59.98,26,36.58
2023-09-18,2023-09-20,Expedited,MI,Midwest,Wicked Choccy's,2,Wicked Choccy's → MI,672.94,271,347.74000000000007
2023-03-29,2023-04-02,Standard,NV,West,Lot's O' Nuts,4,Lot's O' Nuts → NV,145.76,52,67.75999999999999
2023-08-14,2023-08-17,Expedited,MA,Northeast,Wicked Choccy's,3,Wicked Choccy's → MA,698.25,288,352.65
2023-04-05,2023-04-11,Standard,PA,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → PA,1199.37,442,536.3699999999999
2023-06-01,2023-06-02,Expedited,MA,Northeast,Wicked Choccy's,1,Wicked Choccy's → MA,603.69,233,324.09000000000003
2023-03-24,2023-03-29,Standard,PA,Northeast,Secret Factory,5,Secret Factory → PA,100.13,43,57.129999999999995
2023-06-17,2023-06-22,Standard,TX,South,Sugar Shack,5,Sugar Shack → TX,728.06,499,478.55999999999995
2023-02-11,2023-02-16,Standard,AZ,West,Lot's O' Nuts,5,Lot's O' Nuts → AZ,1035.95,373,476.45000000000005
2023-08-08,2023-08-14,Standard,IL,Midwest,Wicked Choccy's,6,Wicked Choccy's → IL,41.22,15,23.22
2023-03-10,2023-03-14,Standard,MI,Midwest,Wicked Choccy's,4,Wicked Choccy's → MI,28.63,11,15.43
2023-04-08,2023-04-14,Standard,MI,Midwest,Sugar Shack,6,Sugar Shack → MI,284.98,179,195.48000000000002
2023-10-22,2023-10-25,Standard,CT,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → CT,1384.79,452,706.79
2023-08-01,2023-08-07,Standard,IL,Midwest,Secret Factory,6,Secret Factory → IL,789.01,323,466.01
2023-10-13,2023-10-16,Standard,TX,South,Secret Factory,3,Secret Factory → TX,341.17,140,201.17000000000002
2023-05-10,2023-05-16,Standard,NV,West,Lot's O' Nuts,6,Lot's O' Nuts → NV,441.98,145,224.48000000000002
2023-01-03,2023-01-06,Expedited,GA,South,Lot's O' Nuts,3,Lot's O' Nuts → GA,793.21,292,355.21000000000004
2023-06-18,2023-06-24,Standard,NJ,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NJ,1355.45,435,702.95
2023-09-22,2023-09-27,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,37.58,13,18.08
2023-01-10,2023-01-16,Standard,CT,Northeast,The Other Factory,6,The Other Factory → CT,138.09,60,84.09
2023-04-10,2023-04-13,Expedited,FL,South,Lot's O' Nuts,3,Lot's O' Nuts → FL,283.82,91,147.32
2023-12-23,2023-12-26,Expedited,WI,Midwest,Wicked Choccy's,3,Wicked Choccy's → WI,712.55,267,392.15
2023-04-09,2023-04-14,Standard,MA,Northeast,Secret Factory,5,Secret Factory → MA,884.11,388,496.11
2023-12-25,2023-12-30,Standard,NJ,Northeast,Sugar Shack,5,Sugar Shack → NJ,631.56,392,435.55999999999995
2023-04-12,2023-04-13,Expedited,TX,South,The Other Factory,1,The Other Factory → TX,164.39,69,102.28999999999999
2023-03-23,2023-04-01,Standard,VA,South,Sugar Shack,9,Sugar Shack → VA,371.57,238,252.57
2023-10-10,2023-10-13,Standard,IN,Midwest,The Other Factory,3,The Other Factory → IN,498.08,237,284.78
2023-10-28,2023-11-02,Standard,IL,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → IL,1361.41,420,731.4100000000001
2023-09-17,2023-09-22,Expedited,NY,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NY,1354.76,419,726.26
2023-06-08,2023-06-10,Expedited,WI,Midwest,Wicked Choccy's,2,Wicked Choccy's → WI,540.27,198,302.66999999999996
2023-06-18,2023-06-23,Expedited,VA,South,Sugar Shack,5,Sugar Shack → VA,614.57,387,421.07000000000005
2023-10-16,2023-10-19,Standard,MA,Northeast,Secret Factory,3,Secret Factory → MA,165.78,64,101.78
2023-08-18,2023-08-21,Expedited,IL,Midwest,The Other Factory,3,The Other Factory → IL,538.12,249,314.02
2023-03-15,2023-03-16,Expedited,GA,South,Secret Factory,1,Secret Factory → GA,148.43,54,94.43
2023-01-01,2023-01-04,Standard,VA,South,The Other Factory,3,The Other Factory → VA,966.78,418,590.5799999999999
2023-06-28,2023-06-30,Expedited,IL,Midwest,Wicked Choccy's,2,Wicked Choccy's → IL,531.35,204,286.55
2023-11-01,2023-11-06,Expedited,CA,West,Secret Factory,5,Secret Factory → CA,601.78,244,357.78
2023-02-06,2023-02-12,Standard,IL,Midwest,Wicked Choccy's,6,Wicked Choccy's → IL,374.12,153,190.52
2023-02-24,2023-03-02,Standard,WI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → WI,985.25,305,527.75
2023-11-01,2023-11-10,Standard,NY,Northeast,Wicked Choccy's,9,Wicked Choccy's → NY,1109.87,488,524.2699999999999
2023-04-23,2023-04-26,Expedited,CT,Northeast,Wicked Choccy's,3,Wicked Choccy's → CT,1228.27,461,675.0699999999999
2023-09-20,2023-09-25,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,578.13,407,374.63
2023-10-22,2023-10-25,Standard,PA,Northeast,Secret Factory,3,Secret Factory → PA,765.69,340,425.69000000000005
2023-05-02,2023-05-07,Standard,VA,South,Secret Factory,5,Secret Factory → VA,979.22,410,569.22
2023-08-25,2023-09-02,Standard,GA,South,Sugar Shack,8,Sugar Shack → GA,329.28,216,221.27999999999997
2023-03-29,2023-04-03,Standard,IN,Midwest,Secret Factory,5,Secret Factory → IN,399.45,155,244.45
2023-06-02,2023-06-08,Standard,VA,South,Secret Factory,6,Secret Factory → VA,67.96,25,42.959999999999994
2023-05-13,2023-05-17,Standard,VA,South,Wicked Choccy's,4,Wicked Choccy's → VA,1229.25,481,652.05
2023-06-18,2023-06-22,Expedited,NV,West,The Other Factory,4,The Other Factory → NV,431.74,196,255.34
2023-06-10,2023-06-13,Standard,IN,Midwest,Secret Factory,3,Secret Factory → IN,505.16,203,302.16
2023-06-08,2023-06-12,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,107.17,39,60.370000000000005
2023-11-30,2023-12-01,Expedited,NJ,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → NJ,1496.25,460,806.25
2023-11-23,2023-11-26,Standard,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,653.53,261,340.33
2023-04-22,2023-04-27,Standard,OH,Midwest,Secret Factory,5,Secret Factory → OH,347.55,154,193.55
2023-04-07,2023-04-10,Expedited,FL,South,Secret Factory,3,Secret Factory → FL,945.22,359,586.22
2023-04-06,2023-04-10,Expedited,WA,West,Wicked Choccy's,4,Wicked Choccy's → WA,401.47,171,196.27000000000004
2023-08-23,2023-08-26,Expedited,GA,South,Wicked Choccy's,3,Wicked Choccy's → GA,814.36,329,419.56
2023-05-15,2023-05-19,Standard,WA,West,The Other Factory,4,The Other Factory → WA,283.21,135,161.70999999999998
2023-09-07,2023-09-10,Expedited,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,1259.37,463,564.8699999999999
2023-05-05,2023-05-13,Standard,GA,South,Sugar Shack,8,Sugar Shack → GA,784.47,477,545.97
2023-01-19,2023-01-24,Standard,NY,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NY,735.76,224,399.76
2023-05-16,2023-05-20,Expedited,NC,South,Sugar Shack,4,Sugar Shack → NC,98.49,65,65.99
2023-05-08,2023-05-11,Standard,WA,West,The Other Factory,3,The Other Factory → WA,954.38,441,557.48
2023-01-16,2023-01-20,Expedited,NY,Northeast,Secret Factory,4,Secret Factory → NY,1298.39,474,824.3900000000001
2023-11-29,2023-12-04,Standard,OR,West,Wicked Choccy's,5,Wicked Choccy's → OR,566.44,224,297.64000000000004
2023-06-30,2023-07-05,Standard,OR,West,Wicked Choccy's,5,Wicked Choccy's → OR,1155.91,425,645.9100000000001
2023-10-25,2023-10-27,Expedited,WA,West,Sugar Shack,2,Sugar Shack → WA,537.89,371,352.39
2023-01-04,2023-01-07,Expedited,NJ,Northeast,Secret Factory,3,Secret Factory → NJ,1275.75,482,793.75
2023-04-29,2023-05-01,Expedited,NJ,Northeast,Wicked Choccy's,2,Wicked Choccy's → NJ,796.53,305,430.53
2023-02-01,2023-02-07,Standard,NY,Northeast,Sugar Shack,6,Sugar Shack → NY,325.21,214,218.20999999999998
2023-12-05,2023-12-09,Standard,CT,Northeast,Wicked Choccy's,4,Wicked Choccy's → CT,196.17,86,92.96999999999998
2023-08-16,2023-08-24,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,356.43,231,240.93
2023-08-25,2023-08-29,Standard,OR,West,Lot's O' Nuts,4,Lot's O' Nuts → OR,79.27,29,35.769999999999996
2023-10-27,2023-11-02,Standard,GA,South,Wicked Choccy's,6,Wicked Choccy's → GA,594.05,233,314.44999999999993
2023-03-25,2023-03-27,Expedited,PA,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → PA,1026.18,361,484.68000000000006
2023-12-18,2023-12-24,Standard,AZ,West,Wicked Choccy's,6,Wicked Choccy's → AZ,1055.5,410,563.5
2023-03-17,2023-03-23,Standard,OR,West,Lot's O' Nuts,6,Lot's O' Nuts → OR,148.18,53,68.68
2023-08-02,2023-08-06,Standard,AZ,West,Lot's O' Nuts,4,Lot's O' Nuts → AZ,769.61,271,363.11
2023-08-26,2023-08-29,Standard,FL,South,Secret Factory,3,Secret Factory → FL,409.21,171,238.20999999999998
2023-10-14,2023-10-20,Standard,CT,Northeast,Sugar Shack,6,Sugar Shack → CT,579.58,414,372.58000000000004
2023-10-08,2023-10-12,Standard,NV,West,Wicked Choccy's,4,Wicked Choccy's → NV,939.16,364,502.35999999999996
2023-12-22,2023-12-25,Standard,WA,West,Lot's O' Nuts,3,Lot's O' Nuts → WA,1353.98,471,647.48
2023-08-01,2023-08-05,Standard,VA,South,Secret Factory,4,Secret Factory → VA,1046.61,389,657.6099999999999
2023-09-09,2023-09-12,Standard,AZ,West,Secret Factory,3,Secret Factory → AZ,839.98,341,498.98
2023-05-16,2023-05-19,Expedited,MI,Midwest,Secret Factory,3,Secret Factory → MI,243.09,100,143.09
2023-04-22,2023-04-27,Standard,MA,Northeast,Secret Factory,5,Secret Factory → MA,42.0,17,25.0
2023-12-23,2023-12-29,Standard,NC,South,The Other Factory,6,The Other Factory → NC,566.37,244,346.77
2023-01-28,2023-02-01,Expedited,WA,West,Secret Factory,4,Secret Factory → WA,1349.9,498,851.9000000000001
2023-10-07,2023-10-11,Standard,IN,Midwest,Sugar Shack,4,Sugar Shack → IN,432.21,272,296.21
2023-03-17,2023-03-23,Standard,NV,West,Secret Factory,6,Secret Factory → NV,51.77,23,28.770000000000003
2023-04-11,2023-04-12,Expedited,AZ,West,Secret Factory,1,Secret Factory → AZ,442.29,181,261.29
2023-07-23,2023-07-29,Standard,WA,West,The Other Factory,6,The Other Factory → WA,429.24,203,246.54000000000002
2023-08-30,2023-09-03,Standard,TX,South,The Other Factory,4,The Other Factory → TX,954.05,469,531.9499999999999
2023-03-31,2023-04-04,Standard,WI,Midwest,Sugar Shack,4,Sugar Shack → WI,311.89,201,211.39
2023-05-19,2023-05-25,Standard,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,797.28,294,356.28
2023-08-14,2023-08-20,Standard,NV,West,Lot's O' Nuts,6,Lot's O' Nuts → NV,831.62,258,444.62
2023-02-22,2023-02-25,Standard,IL,Midwest,Sugar Shack,3,Sugar Shack → IL,621.19,380,431.19000000000005
2023-08-30,2023-09-05,Standard,OR,West,Sugar Shack,6,Sugar Shack → OR,441.87,290,296.87
2023-08-15,2023-08-20,Standard,NJ,Northeast,The Other Factory,5,The Other Factory → NJ,445.67,221,246.77
2023-01-28,2023-02-01,Standard,CA,West,Sugar Shack,4,Sugar Shack → CA,530.69,356,352.69000000000005
2023-02-24,2023-02-25,Expedited,TX,South,Secret Factory,1,Secret Factory → TX,454.81,200,254.81
2023-06-28,2023-07-02,Standard,PA,Northeast,Sugar Shack,4,Sugar Shack → PA,575.28,370,390.28
2023-03-31,2023-04-06,Expedited,CA,West,Lot's O' Nuts,6,Lot's O' Nuts → CA,635.57,196,341.57000000000005
2023-11-05,2023-11-10,Standard,NC,South,Secret Factory,5,Secret Factory → NC,797.02,337,460.02
2023-11-03,2023-11-07,Expedited,VA,South,Secret Factory,4,Secret Factory → VA,945.01,393,552.01
2023-03-27,2023-04-01,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,543.68,352,367.67999999999995
2023-01-29,2023-02-03,Standard,NV,West,Sugar Shack,5,Sugar Shack → NV,638.78,408,434.78
2023-08-14,2023-08-18,Standard,OR,West,Sugar Shack,4,Sugar Shack → OR,196.36,132,130.36
2023-11-10,2023-11-14,Expedited,NJ,Northeast,Wicked Choccy's,4,Wicked Choccy's → NJ,986.78,389,519.98
2023-12-18,2023-12-24,Standard,NJ,Northeast,The Other Factory,6,The Other Factory → NJ,958.2,402,596.4000000000001
2023-09-29,2023-10-07,Expedited,NC,South,Sugar Shack,8,Sugar Shack → NC,488.91,316,330.91
2023-07-05,2023-07-06,Expedited,VA,South,The Other Factory,1,The Other Factory → VA,315.01,150,180.01
2023-11-10,2023-11-13,Expedited,WA,West,Lot's O' Nuts,3,Lot's O' Nuts → WA,785.1,267,384.6
2023-05-26,2023-05-31,Standard,NC,South,Lot's O' Nuts,5,Lot's O' Nuts → NC,69.9,23,35.400000000000006
2023-10-23,2023-10-28,Standard,PA,Northeast,The Other Factory,5,The Other Factory → PA,836.94,401,476.0400000000001
2023-03-16,2023-03-18,Expedited,CA,West,Secret Factory,2,Secret Factory → CA,1237.87,476,761.8699999999999
2023-07-10,2023-07-15,Standard,NC,South,Lot's O' Nuts,5,Lot's O' Nuts → NC,892.53,315,420.03
2023-03-26,2023-03-30,Expedited,MI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → MI,210.0,70,105.0
2023-04-18,2023-04-21,Standard,PA,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → PA,1448.43,459,759.9300000000001
2023-03-21,2023-03-27,Standard,MA,Northeast,Wicked Choccy's,6,Wicked Choccy's → MA,947.96,349,529.1600000000001
2023-01-05,2023-01-14,Standard,GA,South,Sugar Shack,9,Sugar Shack → GA,763.59,481,523.09
2023-02-22,2023-02-25,Expedited,IL,Midwest,The Other Factory,3,The Other Factory → IL,601.89,250,376.89
2023-05-11,2023-05-14,Standard,NC,South,The Other Factory,3,The Other Factory → NC,329.09,160,185.08999999999997
2023-05-07,2023-05-10,Expedited,NV,West,Secret Factory,3,Secret Factory → NV,892.91,359,533.91
2023-04-03,2023-04-07,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,768.92,265,371.41999999999996
2023-01-25,2023-02-03,Standard,FL,South,Sugar Shack,9,Sugar Shack → FL,383.01,238,264.01
2023-08-08,2023-08-12,Expedited,CT,Northeast,The Other Factory,4,The Other Factory → CT,1073.86,491,631.9599999999999
2023-05-31,2023-06-10,Standard,VA,South,Sugar Shack,10,Sugar Shack → VA,63.93,45,41.43
2023-01-03,2023-01-05,Expedited,WI,Midwest,Lot's O' Nuts,2,Lot's O' Nuts → WI,731.9,222,398.9
2023-01-02,2023-01-07,Standard,PA,Northeast,Sugar Shack,5,Sugar Shack → PA,574.91,349,400.40999999999997
2023-12-24,2023-12-28,Standard,MI,Midwest,The Other Factory,4,The Other Factory → MI,615.19,274,368.59000000000003
2023-02-26,2023-03-03,Standard,VA,South,Wicked Choccy's,5,Wicked Choccy's → VA,650.77,255,344.77
2023-08-05,2023-08-09,Expedited,NY,Northeast,Sugar Shack,4,Sugar Shack → NY,332.07,219,222.57
2023-07-25,2023-07-26,Expedited,OH,Midwest,Wicked Choccy's,1,Wicked Choccy's → OH,1306.6,492,716.1999999999999
2023-01-15,2023-01-18,Standard,VA,South,Secret Factory,3,Secret Factory → VA,1090.84,453,637.8399999999999
2023-04-29,2023-05-07,Standard,NY,Northeast,Lot's O' Nuts,8,Lot's O' Nuts → NY,1090.18,335,587.6800000000001
2023-05-04,2023-05-06,Expedited,WA,West,Wicked Choccy's,2,Wicked Choccy's → WA,1138.92,423,631.32
2023-11-30,2023-12-04,Standard,AZ,West,Secret Factory,4,Secret Factory → AZ,371.86,155,216.86
2023-06-30,2023-07-01,Expedited,IL,Midwest,Secret Factory,1,Secret Factory → IL,194.77,76,118.77000000000001
2023-04-18,2023-04-22,Standard,NV,West,The Other Factory,4,The Other Factory → NV,701.45,295,435.95000000000005
2023-10-04,2023-10-09,Standard,NJ,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NJ,574.75,187,294.25
2023-09-19,2023-09-25,Standard,NJ,Northeast,Sugar Shack,6,Sugar Shack → NJ,275.02,176,187.01999999999998
2023-06-01,2023-06-05,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,509.42,183,234.92000000000002
2023-03-29,2023-04-03,Standard,NJ,Northeast,The Other Factory,5,The Other Factory → NJ,1048.37,437,655.0699999999999
2023-05-20,2023-05-24,Standard,FL,South,Secret Factory,4,Secret Factory → FL,972.01,364,608.01
2023-05-27,2023-05-31,Standard,OR,West,Secret Factory,4,Secret Factory → OR,129.25,50,79.25
2023-12-12,2023-12-16,Expedited,NY,Northeast,Wicked Choccy's,4,Wicked Choccy's → NY,910.9,391,441.7
2023-01-09,2023-01-14,Standard,NJ,Northeast,Wicked Choccy's,5,Wicked Choccy's → NJ,195.64,74,106.83999999999999
2023-09-04,2023-09-09,Standard,PA,Northeast,The Other Factory,5,The Other Factory → PA,229.67,105,135.17
2023-09-28,2023-10-01,Expedited,NY,Northeast,Secret Factory,3,Secret Factory → NY,736.19,268,468.19000000000005
2023-09-05,2023-09-08,Standard,MI,Midwest,Secret Factory,3,Secret Factory → MI,1308.22,499,809.22
2023-07-28,2023-08-02,Standard,OH,Midwest,Wicked Choccy's,5,Wicked Choccy's → OH,1143.83,426,632.6299999999999
2023-11-22,2023-11-28,Standard,PA,Northeast,Sugar Shack,6,Sugar Shack → PA,137.97,98,88.97
2023-11-29,2023-12-02,Standard,NJ,Northeast,Wicked Choccy's,3,Wicked Choccy's → NJ,90.34,38,44.74
2023-04-20,2023-04-26,Standard,VA,South,Sugar Shack,6,Sugar Shack → VA,605.89,407,402.39
2023-11-22,2023-11-28,Standard,WI,Midwest,Wicked Choccy's,6,Wicked Choccy's → WI,1304.2,482,725.8000000000001
